,name,mass,radius,orbper
1285,K2-365 b,0.02760,0.259,23.44817200
1286,K2-366 b,0.01940,0.210,15.93703900
1287,K2-367 b,0.02020,0.215,20.64509900
1288,K2-368 b,0.00735,0.119,5.02559800
1289,K2-368 c,0.00762,0.121,9.66018600
1290,K2-368 d,0.01400,0.174,20.20108500
1291,K2-369 b,0.00717,0.117,5.76161200
1292,K2-36 b,0.01227,0.128,1.42261400
1293,K2-36 c,0.02454,0.285,5.34088800
1294,K2-370 b,0.03270,0.286,2.14084000
1295,K2-372 b,0.02830,0.263,9.84407700
1296,K2-373 b,0.01540,0.184,11.02066000
1297,K2-374 c,0.01740,0.197,16.43445000
1298,K2-374 b,0.00996,0.142,4.52195300
1299,K2-375 b,0.01780,0.200,14.45389500
1300,K2-376 b,0.01150,0.155,5.77647500
1301,K2-377 b,0.01100,0.151,12.83223500
1302,K2-378 b,0.02720,0.257,2.06043800
1303,K2-379 b,0.01700,0.195,8.77724700
1304,K2-380 b,0.02480,0.243,9.40131200
1305,K2-381 c,0.01470,0.178,16.03465600
1306,K2-381 d,0.01100,0.151,26.80302300
1307,K2-381 b,0.00396,0.096,7.93893340
1308,K2-382 b,0.01560,0.185,21.70015600
1309,K2-383 b,0.00965,0.140,1.86596200
1310,K2-384 b,0.00398,0.096,2.23152700
1311,K2-384 c,0.00572,0.106,4.19476600
1312,K2-384 e,0.00747,0.120,9.71504300
1313,K2-384 f,0.01750,0.198,13.62749000
1314,K2-384 d,0.00792,0.124,6.67958200
1315,K2-385 b,0.00939,0.137,2.38086700
1316,K2-386 b,0.01890,0.207,7.47322300
1317,K2-387 b,0.13300,0.653,28.73532700
1318,K2-388 b,0.04090,0.327,6.33906900
1319,K2-389 b,0.01700,0.195,8.58404300
1320,K2-389 c,0.01520,0.182,20.85133700
1321,K2-390 b,0.06170,0.416,3.31279200
1322,K2-391 b,0.00772,0.122,4.62265400
1323,K2-392 b,0.01280,0.165,15.39872300
1324,K2-393 b,0.01930,0.210,10.41318100
1325,K2-394 b,0.01100,0.151,5.09571700
1326,K2-395 c,0.03600,0.303,8.49128200
1327,K2-395 b,0.02280,0.232,4.80335200
1328,K2-396 b,0.00981,0.141,0.67386200
1329,K2-396 c,0.03120,0.279,25.76051000
1330,K2-397 b,0.02020,0.216,3.57232600
1331,K2-398 b,0.01820,0.203,6.39302500
1332,K2-398 c,0.07180,0.455,18.78783900
1333,K2-399 b,0.09590,0.540,0.75997800
1334,K2-39 b,0.125,0.73,4.60543
1335,K2-3 b,0.02039,,10.05462600
1336,K2-3 c,0.00673,,24.64658200
1337,K2-3 d,0.00881,,44.55646000
1338,K2-400 b,0.00525,0.104,3.86505300
1339,K2-401 b,0.01810,0.202,6.29309900
1340,K2-402 b,0.02410,0.239,17.27474000
1341,K2-403 b,0.07750,0.476,33.58997900
1342,K2-404 b,0.02180,0.226,13.11536500
1343,K2-405 b,0.05960,0.408,3.43547100
1344,K2-406 b,0.06030,0.411,22.54940600
1345,K2-407 c,0.00761,0.121,9.22453000
1346,K2-407 b,0.00690,0.114,4.94190700
1347,K2-408 b,0.01090,0.150,20.97895900
1348,K2-409 b,0.02110,0.221,1.90808400
1349,K2-414 b,0.00622,0.109,4.36960000
1350,K2-414 c,0.01380,0.172,6.66900000
1351,K2-60 b,0.426,0.683,3.00265
1352,K2-66 b,0.06702,0.222,5.06963000
1353,K2-97 b,1.1,1.31,8.4061
1354,kappa CrB b,1.6,,1251
1355,Kapteyn b,0.015099,,48.616
1356,Kapteyn c,0.022020,,121.54
1357,KELT-10 b,0.679,1.399,4.166286
1358,KELT-11 b,0.195,1.37,4.736529
1359,KELT-12 b,0.95,1.79,5.03145
1360,KELT-15 b,0.91,1.443,3.329441
1361,KELT-16 b,2.75,1.415,0.9689951
1362,KELT-17 b,1.31,1.525,3.0801716
1363,KELT-18 b,1.18,1.57,2.8717518
1364,KELT-19 A b,4.07,1.91,4.6117093
1365,KELT-21 b,3.91,1.586,3.6127628
1366,KELT-23 A b,0.938,1.323,2.255251
1367,KELT-24 b,5.18000,1.272,5.55149260
1368,KELT-2A b,1.524,1.290,4.1137913
1369,KELT-3 b,1.462,1.358,2.703390
1370,KELT-4A b,0.902,1.699,2.9895936
1371,KELT-6 b,0.442,1.18,7.845582
1372,KELT-6 c,3.71,,1276
1373,KELT-7 b,1.28,1.533,2.7347749
1374,KELT-8 b,0.867,1.86,3.24406
1375,Kepler-100 b,0.0231,0.120292,6.88705
1376,Kepler-101 b,0.161,0.515,3.4876812
1377,Kepler-102 e,0.028091,0.202309,16.1457
1378,Kepler-102 d,0.011954,0.107534,10.3117
1379,Kepler-105 c,0.014483,0.14672,7.125939
1380,Kepler-1067 b,0.00137,0.071,0.76212926
1381,Kepler-1067 c,0.01160,0.156,5.42583990
1382,Kepler-106 c,0.032841,0.227826,13.5708
1383,Kepler-106 e,0.035137,0.233294,43.8445
1384,Kepler-1073 c,0.01050,0.146,4.02582254
1385,Kepler-1073 b,0.01860,0.205,8.67888593
1386,Kepler-1073 d,0.00887,0.133,2.50476003
1387,Kepler-108 b,0.308,0.585,49.18351
1388,Kepler-108 c,0.17,0.513,190.339
1389,Kepler-10 b,0.01019,0.133962,0.8374907
1390,Kepler-10 c,0.02319,0.214156,45.294301
1391,KOI-72.X,0.01856,,102
1392,Kepler-113 b,0.036805,0.165857,4.75400
1393,Kepler-1165 c,0.03540,0.300,29.96870041
1394,Kepler-1165 b,0.00951,0.138,9.47852200
1395,Kepler-117 c,1.84,1.101,50.790391
1396,Kepler-117 b,0.094,0.719,18.7959228
1397,Kepler-11 b,0.005977,0.164035,10.3039
1398,Kepler-11 c,0.009028,0.261544,13.0241
1399,Kepler-11 d,0.022964,0.283415,22.6845
1400,Kepler-11 e,0.025166,0.380925,31.9996
1401,Kepler-11 f,0.006291,0.226003,46.6888
1402,Kepler-1266 b,0.02260,0.230,28.47474800
1403,Kepler-1266 c,0.01090,0.150,4.86631012
1404,Kepler-128 b,0.00409,0.10298,15.090
1405,Kepler-128 c,0.00472,0.10298,22.804
1406,Kepler-129 b,0.06293,0.214,15.79000000
1407,Kepler-129 d,8.30000,1.120,2646.00000000
1408,Kepler-129 c,0.13529,0.225,82.20000000
1409,Kepler-12 b,0.43,1.75,4.4379637
1410,Kepler-1311 d,0.21200,0.862,197.51100160
1411,Kepler-1311 b,0.00651,0.111,11.17269940
1412,Kepler-1311 c,0.00624,0.109,2.53573424
1413,Kepler-1312 b,0.01590,0.187,5.44832529
1414,Kepler-1312 c,0.00337,0.092,1.11611998
1415,Kepler-1315 b,0.00780,0.123,0.84338011
1416,Kepler-1315 c,0.01280,0.165,6.56606007
1417,Kepler-131 b,0.050740,0.219624,16.0920
1418,Kepler-131 c,0.025952,0.076549,25.5169
1419,Kepler-13 A b,9.28,1.51,1.76358799
1420,Kepler-1488 b,0.01300,0.166,39.81899320
1421,Kepler-1488 c,0.01060,0.147,6.15826988
1422,Kepler-14 b,8.4,1.136,6.790123
1423,Kepler-1514 b,5.28000,1.108,217.83184000
1424,Kepler-15 b,0.66,0.96,4.942782
1425,Kepler-1600 b,0.03130,0.279,386.37054800
1426,Kepler-1600 c,0.01390,0.173,7.29804993
1427,Kepler-160 d,0.31463,,30.00000000
1428,Kepler-1654 b,0.50000,0.819,1047.83560000
1429,Kepler-1655 b,0.01573,0.197,11.87287870
1430,Kepler-1656 b,0.15291,0.448,31.57865900
1431,Kepler-1658 b,5.88000,1.070,3.84937278
1432,Kepler-1661 b,0.05349,0.345,175.06000000
1433,Kepler-16 (AB) b,0.333,0.7538,228.776
1434,Kepler-1704 b,4.15000,1.065,988.88113000
1435,Kepler-1705 b,0.01406,0.1811,9.03502
1436,Kepler-1705 c,0.01705,0.1829,11.28
1437,Kepler-1710 b,0.03250,0.285,14.91110039
1438,Kepler-1711 b,0.01370,0.172,21.06080055
1439,Kepler-1712 b,0.01840,0.204,13.81499958
1440,Kepler-1713 b,0.01130,0.153,18.01160049
1441,Kepler-1714 b,0.03370,0.291,10.27530003
1442,Kepler-1715 b,0.05040,0.369,35.59730148
1443,Kepler-1716 b,0.02030,0.216,35.58100128
1444,Kepler-1717 b,0.02900,0.267,30.65279961
1445,Kepler-1728 b,0.02840,0.264,4.78299999
1446,Kepler-1729 b,0.04540,0.347,4.22097015
1447,Kepler-1738 b,0.02630,0.252,7.67463016
1448,Kepler-1739 b,0.02040,0.217,7.34370995
1449,Kepler-1748 b,0.02460,0.242,5.82352018
1450,Kepler-1749 b,0.01020,0.144,14.53409958
1451,Kepler-1760 b,0.01840,0.204,38.32609940
1452,Kepler-1761 b,0.00791,0.124,4.04354000
1453,Kepler-1762 b,0.02530,0.246,29.53910065
1454,Kepler-1763 b,0.00499,0.102,1.48028004
1455,Kepler-1766 b,0.01830,0.203,105.01499940
1456,Kepler-1767 b,0.02940,0.269,59.65829849
1457,Kepler-1772 b,0.02420,0.240,3.21509004
1458,Kepler-1773 b,0.03800,0.313,40.80970001
1459,Kepler-1774 b,0.03220,0.284,59.77080154
1460,Kepler-1775 b,0.04060,0.325,85.65399933
1461,Kepler-1776 b,0.02300,0.233,35.01190186
1462,Kepler-1777 b,0.01630,0.190,12.18420029
1463,Kepler-1788 b,0.01970,0.212,2.80012012
1464,Kepler-1789 b,0.02640,0.253,80.23190308
1465,Kepler-1798 b,0.01870,0.206,16.85589981
1466,Kepler-1799 b,0.05010,0.368,11.92969990
1467,Kepler-17 b,2.47,1.33,1.4857108
1468,Kepler-1808 b,0.02960,0.270,23.34040070
1469,Kepler-1809 b,0.00912,0.135,3.75729990
1470,Kepler-1818 b,0.01130,0.153,4.64490986
1471,Kepler-1819 b,0.04560,0.348,16.48690033
1472,Kepler-1820 b,0.03120,0.278,31.03249931
1473,Kepler-1821 b,0.02280,0.231,16.45809937
1474,Kepler-1824 b,0.01970,0.212,95.61100006
1475,Kepler-1825 b,0.00821,0.127,1.02586997
1476,Kepler-1826 b,0.00874,0.132,1.61536002
1477,Kepler-1827 b,0.01290,0.166,3.70061994
1478,Kepler-1830 b,0.03480,0.297,56.49330139
1479,Kepler-1831 b,0.01430,0.176,5.78387022
1480,Kepler-1832 b,0.00637,0.109,3.13878989
1481,Kepler-1833 b,0.00705,0.116,6.89212990
1482,Kepler-1834 b,0.00858,0.130,4.60301018
1483,Kepler-1835 b,0.03850,0.315,11.96409988
1484,Kepler-1840 b,0.02560,0.248,131.19000240
1485,Kepler-1841 b,0.00888,0.133,25.88599968
1486,Kepler-1842 b,0.01930,0.210,14.02639961
1487,Kepler-1843 b,0.02450,0.242,25.54339981
1488,Kepler-1844 b,0.02980,0.271,3.92451000
1489,Kepler-1845 b,0.02050,0.218,11.60649967
1490,Kepler-1846 b,0.01180,0.157,14.82009983
1491,Kepler-1847 b,0.02510,0.245,11.12969971
1492,Kepler-1850 b,0.00098,0.065,1.38580000
1493,Kepler-1851 b,0.04550,0.348,12.02289963
1494,Kepler-1852 b,0.01330,0.168,7.97094011
1495,Kepler-1853 b,0.00918,0.135,48.88819885
1496,Kepler-1854 b,0.02270,0.231,39.83110046
1497,Kepler-1855 b,0.00617,0.109,0.72733098
1498,Kepler-1856 b,0.01150,0.155,1.30200005
1499,Kepler-1857 b,0.01420,0.175,8.94340992
1500,Kepler-1868 b,0.03170,0.281,211.03399660
1501,Kepler-1869 b,0.00458,0.100,8.16736031
1502,Kepler-1878 b,0.02790,0.261,4.44587994
1503,Kepler-1879 b,0.01550,0.184,10.61340046
1504,Kepler-1880 b,0.01610,0.189,6.30921984
1505,Kepler-1881 b,0.02890,0.266,159.39399720
1506,Kepler-1882 b,0.00886,0.133,13.78730011
1507,Kepler-1883 b,0.03340,0.290,103.42700200
1508,Kepler-1884 b,0.01240,0.162,8.98832035
1509,Kepler-1885 b,0.00910,0.135,2.52255988
1510,Kepler-1886 b,0.02260,0.230,24.27580070
1511,Kepler-1887 b,0.02790,0.261,19.94750023
1512,Kepler-1890 b,0.00185,0.077,4.82059002
1513,Kepler-1891 b,0.00921,0.136,4.02229023
1514,Kepler-1892 b,0.01270,0.164,6.33123016
1515,Kepler-1893 b,0.01120,0.152,4.17936993
1516,Kepler-1894 b,0.00590,0.107,2.76266003
1517,Kepler-1895 b,0.01620,0.189,6.07029009
1518,Kepler-1896 b,0.03080,0.277,44.87020111
1519,Kepler-1897 b,0.02620,0.251,24.22030067
1520,Kepler-18 b,0.0217,0.179,3.504725
1521,Kepler-18 c,0.054,0.49,7.64159
1522,Kepler-18 d,0.052,0.62,14.85888
1523,Kepler-1909 b,0.00419,0.097,2.39160991
1524,Kepler-1918 b,0.01850,0.205,47.05640030
1525,Kepler-1919 b,0.02320,0.234,37.88660049
1526,Kepler-1920 b,0.02840,0.264,30.25410080
1527,Kepler-1921 b,0.02740,0.258,20.03479958
1528,Kepler-1922 b,0.01840,0.204,13.22259998
1529,Kepler-1923 b,0.01420,0.175,52.60969925
1530,Kepler-1924 b,0.02370,0.237,15.33170033
1531,Kepler-1925 b,0.02920,0.268,46.71640015
1532,Kepler-1926 b,0.01880,0.207,42.87770081
1533,Kepler-1927 b,0.03620,0.304,73.75039673
1534,Kepler-1930 b,0.00929,0.136,13.02680016
1535,Kepler-1931 b,0.02370,0.237,38.57609940
1536,Kepler-1932 b,0.00914,0.135,0.52417702
1537,Kepler-1933 b,0.00553,0.105,4.94329023
1538,Kepler-1934 b,0.00221,0.081,1.41975999
1539,Kepler-1935 b,0.02140,0.223,3.95140004
1540,Kepler-1936 b,0.03200,0.282,126.55699920
1541,Kepler-1937 b,0.02950,0.270,9.68859959
1542,Kepler-1940 b,0.00948,0.138,4.95061016
1543,Kepler-1941 b,0.02360,0.236,31.33510017
1544,Kepler-1944 b,0.02530,0.246,9.84257984
1545,Kepler-1945 b,0.00695,0.115,6.08003998
1546,Kepler-1946 b,0.02120,0.222,3.03519011
1547,Kepler-1947 b,0.00317,0.090,6.96363020
1548,Kepler-1950 b,0.00927,0.136,10.77690029
1549,Kepler-1951 b,0.01890,0.207,20.65780067
1550,Kepler-1952 b,0.00650,0.111,27.21080017
1551,Kepler-1953 b,0.00692,0.115,6.24565983
1552,Kepler-1954 b,0.01230,0.161,5.88343000
1553,Kepler-1955 b,0.00531,0.104,14.26519966
1554,Kepler-1968 b,0.00899,0.134,7.28109980
1555,Kepler-1969 b,0.01090,0.150,6.64752007
1556,Kepler-19 b,0.02643,,9.28716000
1557,Kepler-19 c,0.04122,,28.73100000
1558,Kepler-19 d,0.07079,,62.95000000
1559,Kepler-20 b,0.027,0.17,3.6961219
1560,Kepler-20 c,0.051,0.27,10.854092
1561,Kepler-20 d,0.06,0.25,77.61185
1562,Kepler-25 d,0.22600,,122.40000000
1563,Kepler-26 b,0.016097,0.26792,12.282972
1564,Kepler-26 c,0.019492,0.26792,17.251204
1565,Kepler-277 b,0.27619,0.26610,17.324
1566,Kepler-277 c,0.20856,0.30620,33.006
1567,Kepler-289 b,0.023,0.192,34.5450
1568,PH3 c,0.013,0.239,66.0634
1569,Kepler-289 c,0.415,1.034,125.8518
1570,Kepler-297 c,0.13,0.66,74.920137
1571,Kepler-29 b,0.01573,0.227,10.33974000
1572,Kepler-29 c,0.01416,0.209,13.28613000
1573,Kepler-305 b,0.03300,0.321,5.48700000
1574,Kepler-305 c,0.01900,0.294,8.29100000
1575,Kepler-307 b,0.023403,0.29162,10.416
1576,Kepler-307 c,0.011468,0.25516,13.084
1577,Kepler-324 b,0.00489,0.102,4.38531500
1578,Kepler-324 d,0.00702,0.101,34.16900000
1579,Kepler-324 c,0.03170,0.281,51.80561200
1580,Kepler-338 b,0.0963,0.22236,13.726976
1581,Kepler-338 e,0.027,0.139,9.34149
1582,Kepler-33 c,0.00252,0.2916,13.17562
1583,Kepler-33 d,0.01478,0.487547,21.77596
1584,Kepler-33 e,0.02108,0.366343,31.78440
1585,Kepler-33 f,0.03618,0.406441,41.02902
1586,Kepler-34 (AB) b,0.22,0.764,288.822
1587,Kepler-35 (AB) b,0.127,0.728,131.458
1588,Kepler-36 b,0.01346359,0.13778,13.83988
1589,Kepler-36 c,0.02541726,0.33526835,16.23855
1590,Kepler-406 b,0.019975,0.130316,2.42629
1591,Kepler-406 c,0.008525,0.077461,4.62332
1592,Kepler-407 c,12.582803,,3000
1593,Kepler-411 c,0.08306,0.394,7.83443500
1594,Kepler-411 b,0.08055,0.214,3.00515600
1595,Kepler-411 d,0.04782,0.296,58.02035000
1596,Kepler-411 e,0.03398,,31.50972800
1597,Kepler-412 b,0.939,1.325,1.720861232
1598,Kepler-413 b,0.210762,0.396143,66.262
1599,Kepler-41 b,0.56,1.04,1.85555820
1600,Kepler-422 b,0.43,1.15,7.8914483
1601,Kepler-424 b,1.03,0.89,3.3118644
1602,Kepler-424 c,6.97,,223.3
1603,Kepler-434 b,2.86,1.13,12.8747099
1604,Kepler-447 b,1.37,1.65,7.79430132
1605,Kepler-44 b,1.00,1.09,3.2467293
1606,Kepler-454 b,0.02152,0.2114,10.57375339
1607,Kepler-454 c,4.46,,523.90
1608,Kepler-45 b,0.505,0.96,2.455239
1609,Kepler-462 b,0.16959,0.268,84.68660000
1610,Kepler-462 c,0.01888,0.357,207.62000000
1611,Kepler-46 c,0.376,,57.011
1612,Kepler-47 (AB) d,0.05984,0.628,187.36600000
1613,Kepler-48 b,0.015079,0.195019,4.7779803
1614,Kepler-48 c,0.033219,0.286149,9.6739283
1615,Kepler-48 d,0.024945,0.185906,42.8961
1616,Kepler-48 e,2.066725,,982
1617,Kepler-4 b,0.077,0.357,3.21346
1618,Kepler-50 b,0.015963,0.155832,7.81254
1619,Kepler-50 c,0.026041,0.1977527,9.37647
1620,Kepler-511 b,0.10400,0.567,296.63786500
1621,Kepler-511 c,0.05180,0.376,26.62949944
1622,Kepler-51 b,0.0066,0.633,45.1540
1623,Kepler-51 c,0.0126,0.803,85.312
1624,Kepler-51 d,0.0239,0.865,130.194
1625,Kepler-538 b,0.03335,0.198,81.73778000
1626,Kepler-56 b,0.0695,0.581,10.51057
1627,Kepler-56 c,0.569,0.874,21.40239
1628,Kepler-56 d,3.3,,
1629,Kepler-57 b,0.015814,0.199575,5.7293196
1630,Kepler-57 c,0.007759,0.141252,11.6092567
1631,Kepler-589 b,0.01820,0.203,16.54964934
1632,Kepler-589 c,0.00455,0.100,3.52466011
1633,Kepler-595 b,0.05475,0.331,25.30290920
1634,Kepler-595 c,0.01038,0.090,12.38602000
1635,Kepler-59 b,0.003828,0.100243,11.8681707
1636,Kepler-59 c,0.012848,0.180438,17.9801235
1637,Kepler-5 b,2.114,1.431,3.548460
1638,Kepler-607 c,0.02530,0.246,39.67679977
1639,Kepler-607 b,0.00186,0.078,0.63816320
1640,Kepler-60 b,0.0129,0.196,7.1320
1641,Kepler-60 c,0.0151,0.212,8.9177
1642,Kepler-60 d,0.0120,0.232382,11.903
1643,Kepler-616 b,0.02040,0.217,9.99761851
1644,Kepler-616 c,0.03630,0.304,90.41135560
1645,Kepler-616 d,0.02370,0.237,51.06740189
1646,Kepler-65 e,0.82000,,258.80000000
1647,Kepler-68 b,0.026,0.206,5.398763
1648,Kepler-68 c,0.015,0.0850,9.605085
1649,Kepler-68 d,0.947,,580
1650,Kepler-6 b,0.67,1.30,3.234723
1651,Kepler-74 b,0.63,0.96,7.340711
1652,Kepler-75 b,10.1,1.05,8.8849116
1653,Kepler-76 b,2.01,1.36,1.54492875
1654,Kepler-77 b,0.43,0.96,3.5787087
1655,Kepler-799 b,0.11900,0.614,133.46052350
1656,Kepler-799 c,0.02560,0.248,15.19419956
1657,Kepler-7 b,0.44,1.62,4.885525
1658,Kepler-80 b,0.02180,0.2372,7.05246
1659,Kepler-80 c,0.02121,0.2444,9.52355
1660,Kepler-80 d,0.02124,0.1365,3.07222
1661,Kepler-80 e,0.01299,0.14945,4.64489
1662,Kepler-82 b,0.03823,0.363,26.44000000
1663,Kepler-82 c,0.04373,0.476,51.54000000
1664,Kepler-82 f,0.06576,,75.73200000
1665,Kepler-87 b,1.02,1.20,114.7309
1666,Kepler-87 c,0.020132,0.559540,192.363
1667,Kepler-89 b,0.0330298,0.1558328,3.743208
1668,Kepler-89 c,0.04907293,0.39368287,10.423648
1669,Kepler-89 d,0.33,1.00,22.3429890
1670,Kepler-89 e,0.11009952,0.59781473,54.32031
1671,Kepler-8 b,0.59,1.42,3.52254
1672,Kepler-91 b,0.66,1.40,6.24668005
1673,Kepler-91 b Trojan,0.025,0.26,6.24668005
1674,Kepler-93 b,0.0126,0.1319,4.72673978
1675,Kepler-94 b,0.034099,0.319867,2.50806
1676,Kepler-94 c,9.833460,,820.3
1677,Kepler-95 b,0.040894,0.311666,11.5231
1678,Kepler-968 c,0.01100,0.151,5.70940492
1679,Kepler-968 b,0.01470,0.178,3.69298373
1680,Kepler-968 d,0.03467,0.230,7.68500000
1681,Kepler-97 b,0.011041,0.134873,2.58664
1682,Kepler-98 b,0.011167,0.181349,1.54168
1683,Kepler-99 b,0.019346,0.134873,4.60358
1684,Kepler-9 b,0.25,0.84,19.22418
1685,Kepler-9 c,0.17,0.82,39.03106
1686,Kepler-9 d,0.022,0.147,1.592851
1687,KIC 10068024 b,2.0,,2.073549
1688,KIC 5095269(AB) b,7.698,,237.70817
1689,KIC 5479689 b,0.5,,1.701531
1690,KIC 7177553 A(ab) b,5,,529
1691,KIC 7821010 b,2.6,,991.0
1692,KIC 7917485 b,11.8,,840.0
1693,KIC 8121913 b,2.1,,3.294601
1694,KIC 8435766 b,0.005882,0.109356,0.35500744
1695,KIC 9632895 b,0.019503,0.561818,240.503
1696,KMT-2016-BLG-1107L b,3.28300,,
1697,KMT-2016-BLG-1397L b,7.00000,,
1698,KMT-2016-BLG-1820L b,4.57000,,
1699,KMT-2016-BLG-1836L b,2.20000,,
1700,KMT-2016-BLG-2364L b,3.93000,,
1701,KMT-2016-BLG-2397L b,2.63000,,
1702,KMT-2016-BLG-2605 b,0.771,,
1703,KMT-2017-BLG-0165L b,0.10698,,
1704,KMT-2017-BLG-0673L b,3.67000,1.160,
1705,KMT-2017-BLG-1038L b,2.00000,,
1706,KMT-2017-BLG-1146L b,0.71000,,
1707,KMT-2017-BLG-2509 b,2.09,,
1708,OGLE-2019-BLG-0299 b,6.22,,
1709,KMT-2018-BLG-0029L b,0.02388,,
1710,KMT-2018-BLG-0030 b,1.45,,
1711,KMT-2018-BLG-0087 b,0.23,,
1712,KMT-2018-BLG-0247 b,2.11,,
1713,KMT-2018-BLG-0748L b,0.19000,,
1714,KMT-2018-BLG-1025L b,0.01906,0.208,
1715,KMT-2018-BLG-1292L b,4.42000,,
1716,KMT-2018-BLG-1743 b,0.925,,
1717,KMT-2018-BLG-1976L b,1.96,,
1718,KMT-2018-BLG-1988L b,0.0214,,
1719,KMT-2018-BLG-1990L b,0.34800,,
1720,KMT-2018-BLG-1996L b,1.09000,1.230,
1721,KMT-2018-BLG-2004 b,0.27,,
1722,KMT-2018-BLG-2602 b,1.15,,
1723,KMT-2019-BLG-0253 b,0.0289,,
1724,KMT-2019-BLG-0371L b,7.70000,1.130,
1725,KMT-2019-BLG-0414L b,4.57000,1.150,
1726,KMT-2019-BLG-0842L b,0.03234,,
1727,KMT-2019-BLG-1042 b,0.19,,
1728,KMT-2019-BLG-1339L b,1.25000,,
1729,KMT-2019-BLG-1552 b,4.05,,
1730,KMT-2019-BLG-1715 b,2.56,,
1731,KMT-2019-BLG-1953L b,0.64000,,
1732,KMT-2019-BLG-2974 b,0.28,,
1733,KMT-2021-BLG-0119L b,5.52000,1.140,
1734,KMT-2021-BLG-0171L b,0.0352,,
1735,KMT-2021-BLG-0240L b,0.21000,0.856,
1736,KMT-2021-BLG-0240 b,0.4,,
1737,KMT-2021-BLG-0240 c,0.7,,
1738,KMT-2021-BLG-0320 b,0.1,,
1739,KMT-2021-BLG-0712 b,0.12016,,
1740,KMT-2021-BLG-0748 b,0.45,,
1741,KMT-2021-BLG-0909 b,1.26,,
1742,KMT-2021-BLG-0912 b,6.92,,
1743,KMT-2021-BLG-1077L b,0.22,,
1744,KMT-2021-BLG-1077L c,0.25,,
1745,KMT-2021-BLG-1105 b,1.3,,
1746,KMT-2021-BLG-1253 b,0.05994,,
1747,KMT-2021-BLG-1303L b,0.38000,1.210,
1748,KMT-2021-BLG-1303 b,0.38,,
1749,KMT-2021-BLG-1372 b,0.19278,,
1750,KMT-2021-BLG-1554L b,0.12000,0.616,
1751,KMT-2021-BLG-1554 b,0.12,,
1752,KMT-2021-BLG-1689L b,0.145,,
1753,KMT-2021-BLG-1898 b,0.76,,
1754,KMT-2021-BLG-1931 b,0.01432,,
1755,KMT-2021-BLG-2478 b,0.8,,
1756,KOI-1257 b,1.45,0.94,86.647661
1757,KOI-1299 b,4.87,1.120,52.50097
1758,KOI-1299 c,2.43,,406.2
1759,KOI-12 b,1.10000,1.230,17.85518200
1760,KOI-135 b,3.23,1.22,3.02409309
1761,KOI-142 b,0.0055264,0.37647,10.9542
1762,KOI-142 c,0.76,,22.1
1763,KOI-142 d,3.05000,,1403.00000000
1764,KOI-1474 b,2.5,0.964,69.7546
1765,Kepler-419 c,7.3,,675.47
1766,KOI-1599 b,0.02832,0.170,13.60880000
1767,KOI-1599 c,0.01447,0.170,20.44150000
1768,KOI-1783 c,0.04720,0.485,284.21500000
1769,KOI-1783 b,0.22339,0.790,134.46280000
1770,KOI-183 b,0.595,1.192,2.68432850
1771,KOI-1843.03,0.0014,0.054,0.1768913
1772,KOI-1873.02,0.07046,0.20960,34.921
1773,KOI-1873.01,0.10286,0.49210,71.312
1774,KOI-188 b,0.25,0.978,3.79701816
1775,Kepler-1004 b,0.18,0.560,5.287897870
1776,KOI-192 b,0.29,1.23,10.2909940
1777,KOI-195 b,0.34,1.09,3.21751883
1778,KOI-206 b,2.82,1.45,5.33408384
1779,KOI-2939 b,1.520,1.059320,1107.5923
1780,KOI-314 b,0.006197,0.109083,13.7813
1781,KOI-314 c,0.002013,0.110450,23.0881
1782,Kepler-138 b,0.000208,0.047570,10.3126
1783,KOI-3503 b,0.02895,0.106,21.18500000
1784,KOI-3503 c,0.03260,0.108,31.82800000
1785,KOI-3680.01,2.20,0.95,141.24164672
1786,KOI-372 b,3.25,0.747,125.63243
1787,KOI-428 b,2.2,1.17,6.87349
1788,KOI-523 b,0.01837,0.312,35.86010000
1789,KOI-523 c,0.04625,0.779,49.40926000
1790,KOI-55 b,0.0014,0.068,0.2401
1791,KOI-55 c,0.0021,0.078,0.34289
1792,KOI-680 b,0.84,1.99,8.6001536
1793,KOI-806.03,0.035546,0.355,29.334
1794,KOI-806.02,2.013248,1.120903,60.3251
1795,KOI-806.01,0.072666,0.801947,143.213
1796,KOI-830 b,1.27,1.08,3.52563254
1797,KOI-984 b,0.0544,0.384,4.2881785
1798,KPS-1 b,1.09000,1.030,1.70629100
1799,L 168-9 b,0.01447,0.124,1.40150000
1800,L 98-59 b,0.0013,0.0758,2.2531136
1801,L 98-59 c,0.00698,0.12356,3.6906777
1802,L 98-59 d,0.0061,0.1357,7.4507245
1803,L 98-59 e,0.00963,,12.796
1804,LHS 1140 b,0.02007,0.146,24.73694000
1805,LHS 1140 c,0.00554,0.104,3.77792000
1806,LHS 1478 b,0.00733,0.1106,1.9495378
1807,LHS 1678 b,0.00019,0.06209,0.8602322
1808,LHS 1678 c,0.00123,0.08761,3.694237
1809,LHS 1815 b,0.02737,0.097,3.81433000
1810,LHS 475 b,0.002876,0.0883,2.029088
1811,LkCa 15 b,0.5,,
1812,LkCa 15 c,0.5,,
1813,LkCa 15 d,0.5,,
1814,LP 714-47 b,0.09691,0.419,4.05203700
1815,LSPM J2116+0234 b,0.04185,,14.43990000
1816,LTT 1445 A b,0.00903,0.11643,5.3587657
1817,LTT 1445 A c,0.00485,0.10233,3.1239035
